,Web ID,Region of Incident,Reported Date,Reported Year,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Location Coordinates,Migration Route,URL,UNSD Geographical Grouping,Source Quality
92,52419,Central America,24-Aug-19,2019,Aug,1.0,,1,,,,,Unknown,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.340439000000, -111.778268200000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
93,51965,Central America,23-Aug-19,2019,Aug,1.0,,1,,,1.0,,Drowning,"Río Bravo, near International Bridge III, Nuevo Laredo, Tamaulipas, Mexico",Lider,"27.596688407404, -99.537284533452",,"https://bit.ly/30yHJ0J, https://bit.ly/2NDw2SK",Central America,3
94,51966,Central America,23-Aug-19,2019,Aug,1.0,,1,1.0,,1.0,,Drowning,"Río Bravo, near Piedras Negras, Coahuila, Mexico",Tiempo,"28.693672861798, -100.510521797740",,"https://bit.ly/2LcMEhB, https://bit.ly/2PhKCSy",Central America,3
95,51967,Europe,23-Aug-19,2019,Aug,1.0,,1,13.0,,1.0,,Vehicle Accident,"Near Negotino, North Macedonia, on the highway from Gevgelija to Skopje",IOM North Macedonia,"41.502661204569, 22.090889878296",,https://bit.ly/2ZqSRvi,Southern Europe,4
96,52418,Central America,23-Aug-19,2019,Aug,1.0,,1,,,1.0,,Hyperthermia,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"31.605656100000, -111.522981700000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
97,51972,Central America,22-Aug-19,2019,Aug,1.0,,1,,,,,Presumed drowing,"Río Bravo, near Havana, Hidalgo County, Texas, USA",US Border Patrol,"26.226310823479, -98.516633818581",,http://bit.ly/2UfBpcj,Northern America,5
98,51973,Mediterranean,22-Aug-19,2019,Aug,1.0,3.0,4,7.0,,1.0,,Drowning,"Off the coast of La Línea de la Concepción, Cádiz, Spain - the remains of one man recovered near Punta Europa, Gibraltar","Canal Sur, El Foro de Ceuta, La Voz del Sur, ABC","36.155426016789, -5.296389510909",Western Mediterranean,"http://bit.ly/2zsJ3q3, http://bit.ly/329pQpN, http://bit.ly/2Zyb3Hn, http://bit.ly/2Zy4GnF",Uncategorized,3
99,52417,Central America,22-Aug-19,2019,Aug,1.0,,1,,,1.0,,Hyperthermia,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.057701900000, -112.143021500000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
100,51971,Central America,21-Aug-19,2019,Aug,2.0,,2,,,1.0,,Unknown,"Ranch south of the Falfurrias Border Patrol Checkpoint on U.S. Highway 281, near Encino, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"26.982052175409, -98.096525608378",,http://bit.ly/2ZpfG7m,Northern America,1
101,51959,Central America,20-Aug-19,2019,Aug,1.0,1.0,2,,1.0,1.0,1.0,Drowning,"Río Bravo near Mudo island in Piedras Negras, Coahuila, Mexico","US Border Patrol, Zócalo, GMN Noticias","28.710228241930, -100.509740470240",Central America to US,"http://bit.ly/2Lh5uUB, http://bit.ly/2Zm7oZ8, http://bit.ly/2KSmFx4, https://bit.ly/2zk3nd5, http://bit.ly/2HjwtxJ",Central America,5
102,51960,Central America,20-Aug-19,2019,Aug,1.0,,1,,,1.0,,Unknown,"Ranch near El Saucito, Coahuila, Mexico","Zocalo, Super Channel 12","28.513027700000, -100.455079600000",Central America to US,"http://bit.ly/2KWleMR, http://bit.ly/2HyeSCz",Central America,3
103,51970,Central America,20-Aug-19,2019,Aug,1.0,,1,,,1.0,,Dehydration,"Ranch north of the Falfurrias Border Patrol Checkpoint on U.S. Highway 281, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"27.049847012246, -98.168535616548",,http://bit.ly/2ZpfG7m,Northern America,1
104,51957,Central America,19-Aug-19,2019,Aug,1.0,,1,,,1.0,,Drowning,"Río Bravo, near El Saucito, Guerrero, Coahuila, Mexico","Zocalo, Rancherita del Aire","28.532276939605, -100.402250811240",Central America to US,"http://bit.ly/2z9D5uh, http://bit.ly/2MtZZF9",Central America,3
105,51958,Middle East,19-Aug-19,2019,Aug,5.0,,5,11.0,1.0,3.0,1.0,Vehicle Accident,"Unspecified roadway in Ac?göl, Nevsehir, Turkey",IOM Turkey,"38.550109000000, 34.508887000000",,,Western Asia,4
106,51956,Asia,18-Aug-19,2019,Aug,10.0,,10,,6.0,4.0,,Vehicle Accident,"Wang Sombun District, Sa Kaeo Province, Thailand","IOM Thailand, Khaosodenglish","13.388819900000, 102.117540400000",,"https://bit.ly/2TQ0slO, https://bit.ly/2KY2uwn",South-eastern Asia,4
107,51964,Europe,18-Aug-19,2019,Aug,1.0,,1,,,1.0,,Presumed drowing,"Body recovered near Zeebrugge Port, Belgium",Ouest France,"51.355731038751, 3.116213492969",Calais to United Kingdom,"https://bit.ly/2P9mnWJ, https://bit.ly/31TlbIr, https://bit.ly/2TKfwSj, https://bit.ly/32687PU, https://bit.ly/2pZgKy",Uncategorized,3
108,51955,Mediterranean,17-Aug-19,2019,Aug,1.0,1.0,2,278.0,,2.0,,Drowning,"Off the coast of either Al-Khums, Al-Zawiya or Tripoli, Libya","IOM Libya, Libya Observer","33.140843540490, 12.570127875000",Central Mediterranean,http://bit.ly/2YWFF69,Uncategorized,4
109,52415,Central America,17-Aug-19,2019,Aug,1.0,,1,,,,,Unknown,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.127686900000, -112.121001600000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
110,52414,Central America,15-Aug-19,2019,Aug,1.0,,1,,1.0,,,Hyperthermia,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"31.395761300000, -110.187910600000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
111,52413,Central America,14-Aug-19,2019,Aug,1.0,,1,,,1.0,,Hyperthermia,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.057701900000, -112.143021500000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
112,51952,Central America,13-Aug-19,2019,Aug,1.0,,1,,,1.0,,Drowning,"Río Bravo, near Presidentes, Piedras Negras, Coahuila, Mexico","La Rancherita der Aire, El Zocalo","28.679713428365, -100.507124727940",,"http://bit.ly/2yXZHxF, http://bit.ly/2KxlsuC",Central America,3
113,51953,Mediterranean,13-Aug-19,2019,Aug,1.0,13.0,14,1.0,,1.0,,Unknown,Unspecified location in the Maltese SAR zone in the Mediterranean,IOM Malta,"35.084140361617, 15.850744875000",Central Mediterranean,"http://bit.ly/2ZUXf6S, https://yhoo.it/2H4ceUQ",Uncategorized,4
114,51954,Central America,13-Aug-19,2019,Aug,1.0,,1,,,1.0,,Unknown,"Unspecified ranch in Brooks County, Texas near U.S. Highway 281 Border Patrol checkpoint",Breitbart Texas,"26.800871463193, -98.101282160961",,http://bit.ly/2Tze30N,Northern America,1
115,51951,Central America,12-Aug-19,2019,Aug,1.0,,1,,,1.0,,Violence,"Kilometer 73 of highway near Guastoya, El Progreso, Guatemala","El Heraldo, La Prensa, Notibomba","14.854359535137, -90.090189456836",,"http://bit.ly/2KwcWMt, http://bit.ly/2ZWijKp, http://bit.ly/31Etdof",Central America,3
116,52410,Central America,12-Aug-19,2019,Aug,1.0,,1,,,1.0,,Unknown,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.110862200000, -111.664848600000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
117,52411,Central America,12-Aug-19,2019,Aug,1.0,,1,,,,,Unknown,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.124401300000, -111.722357500000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
118,51991,Central America,11-Aug-19,2019,Aug,3.0,,3,,2.0,1.0,,Suffocation,"San Diego County, California, USA","NBC, Kusi News","32.684859100000, -117.044583700000",,"http://bit.ly/2lxwXIJ, http://bit.ly/2ktQLMT",Northern America,3
119,51949,Central America,10-Aug-19,2019,Aug,1.0,,1,,,1.0,,Unknown,"Near La Grulla, Starr County, Texas, USA",AP,"26.257108089834, -98.636932432800",,"https://bit.ly/2N7mUpz, http://bit.ly/2Tze30N, https://bit.ly/31GPO3U",Northern America,3
120,51950,Central America,10-Aug-19,2019,Aug,1.0,,1,,,1.0,,Vehicle Accident,"Near Tlacuilolapan, Moloacán, Veracruz, Mexico",Formato 7,"17.978116665155, -94.268896486816",,"https://bit.ly/2Z7IpIR, https://bit.ly/2Mj2nic",Central America,3
121,51947,Central America,9-Aug-19,2019,Aug,1.0,,1,,,1.0,,Unknown,"Ranch near Sarita checkpoint, Kenedy County, Texas, USA",AP,"27.198533249885, -97.812651847266",,"https://bit.ly/2N7mUpz, http://bit.ly/2Tze30N",Northern America,3
122,51948,Europe,9-Aug-19,2019,Aug,,1.0,1,19.0,1.0,,,Drowning,"In the English Channel en route to coast of Kent, England",IOM UK,"50.985813319746, 1.263302548438",,"https://bbc.in/301GdnG, https://bit.ly/2Z7GOXy",Uncategorized,3
124,52408,Central America,9-Aug-19,2019,Aug,1.0,,1,,,1.0,,Hyperthermia,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"31.591246000000, -111.089136500000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
125,52409,Central America,9-Aug-19,2019,Aug,1.0,,1,,,1.0,,Hyperthermia,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"31.911973400000, -111.882153100000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
126,51945,South America,8-Aug-19,2019,Aug,1.0,,1,,,1.0,,Fatal Injuries,"Kilometer 62 of highway from Ibagué en route to Calarca, Colombia","Venezuela al Dia, Voz de America","4.420165536445, -75.382909934570",,"http://bit.ly/2yRMPcq, http://bit.ly/2KNlA8e",South America,3
127,51946,Central America,8-Aug-19,2019,Aug,1.0,,1,,,,,Unknown,"Near Sullivan City, Hidalgo County, Texas, USA",AP,"26.270817082003, -98.593158756836",,"https://bit.ly/2N7mUpz, http://bit.ly/2Tze30N",Northern America,3
128,51940,Central America,6-Aug-19,2019,Aug,1.0,,1,,,,,Drowning,"Río Bravo, near Bowles Ranch, Eagle Pass, Maverick County, Texas, USA",Zócalo,"28.749602003299, -100.453633473300",,http://bit.ly/31kMaMI,Northern America,1
129,51944,Central America,6-Aug-19,2019,Aug,1.0,,1,,,1.0,,Drowning,"Río Bravo, near Matamoros, Tamaulipas, Mexico",Noticias24Siete,"25.879783779872, -97.494390565546",,http://bit.ly/2M9Fr4G,Central America,1
130,51969,Asia,6-Aug-19,2019,Aug,2.0,,2,7.0,,2.0,,Vehicle Accident,"Ko Kha district, Lampang, Thailand","IOM Thailand, Bangkok Post","18.128807800000, 99.345111800000",,https://bit.ly/30GFadf,South-eastern Asia,4
131,51938,Mediterranean,5-Aug-19,2019,Aug,,2.0,2,49.0,,1.0,1.0,Presumed drowing,"Unspecified location between Libya and Lampedusa, Italy","IOM Italy, UNHCR","34.269472676972, 12.705224426730",Central Mediterranean,http://bit.ly/2Ko0Rc4,Uncategorized,4
132,51939,Middle East,5-Aug-19,2019,Aug,1.0,,1,,,1.0,,Violence,"Syria-Turkey border, near Azmarin, Idlib, Syria","The New Arab, Syrian Observer, Washington Post","36.056638025335, 36.379893894294",,"http://bit.ly/2OMVTtZ, http://bit.ly/2MMHpYb, http://bit.ly/2Kno8Lj, http://bit.ly/2Lgqwmn",Western Asia,3
133,52406,Central America,5-Aug-19,2019,Aug,1.0,,1,,,1.0,,Unknown,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.481200700000, -111.667840700000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
134,51935,Central America,3-Aug-19,2019,Aug,1.0,,1,,,1.0,,Vehicle Accident,"Train tracks near colonia Analco, Ramos Arizpe, Coahuila, Mexico","Excélsior, El Heraldo de Saltillo, Diario de México","25.556799823202, -100.947820623090",,"http://bit.ly/2TbqPSV, http://bit.ly/2TamEH0, http://bit.ly/2T8D7vz",Central America,3
135,51936,Central America,3-Aug-19,2019,Aug,1.0,,1,,,1.0,,Vehicle Accident,"Train tracks near Puente Tehuantepec 1, near Canticas, Cosoleacaque, Veracruz, Mexico","Al Calor Político, XEU Noticias","18.093831289622, -94.570061605679",,"http://bit.ly/2Tfs3Nl, http://bit.ly/2Ksxq7y",Central America,3
136,51937,Central America,3-Aug-19,2019,Aug,1.0,,1,8.0,,1.0,,Dehydration,"Comanche ranch, Maverick County, Texas, USA","US Border Patrol, Zócalo","28.624902866605, -100.158129172730",,"http://bit.ly/2GSHpCj, http://bit.ly/31kI7QD",Northern America,5
137,52422,Central America,3-Aug-19,2019,Aug,1.0,,1,,,1.0,,Drowning,"Río Bravo, near Mission, Hidalgo County, Texas, USA",Chiapas Sin Censura,"26.166204168380, -98.335677746760",,http://bit.ly/2kj0vtm,Northern America,1
138,51913,Central America,2-Aug-19,2019,Aug,1.0,,1,,,1.0,,Drowning,"Río Bravo, near El Patinadero, Parque Viveros, Tamaulipas, Mexico","La Jornada, Vox Pópuli, El Mañana","27.479457459751, -99.479084887306",,"http://bit.ly/2KhTKSs, http://bit.ly/2OGcSOA, http://bit.ly/2MG0AmG",Central America,3
139,51914,Central America,2-Aug-19,2019,Aug,1.0,,1,,,1.0,,Vehicle Accident,"5ª Oriente between 7ª and 9ª Norte, Tapachula, Chiapas, Mexico","Fiscalía General del Estado, ADN Cuba, Debate","14.905556700000, -92.263413600000",,"http://bit.ly/31jGWAY, http://bit.ly/31gRPDt, http://bit.ly/2YMFHMQ",Central America,5
140,51915,Central America,2-Aug-19,2019,Aug,1.0,,1,1.0,,1.0,,Drowning,"Río Bravo, near Presa Internacional Anzaldúas, Reynosa, Tamaulipas, Mexico","Excélsior, Milenio","26.137927499760, -98.335083318429",,"http://bit.ly/2T6wOZa, http://bit.ly/2ZxWZdZ",Central America,3
141,51916,Central America,2-Aug-19,2019,Aug,1.0,,1,,,1.0,,Drowning,"Río Bravo, near Centro Recreativo La Playita, Reynosa, Tamaulipas, Mexico","Multimedios, Milenio","26.143086411111, -98.328974527383",,"http://bit.ly/31hPGHK, http://bit.ly/2ZxWZdZ",Central America,3
142,51917,Central America,2-Aug-19,2019,Aug,1.0,,1,,,1.0,,Dehydration,"Kunafin Junfin ranch, near Normandy, Maverick County, Texas, USA","La Rancherita del Aire, Zócalo","28.908961809038, -100.600107187710",,"http://bit.ly/2T5l7lL, http://bit.ly/2YMSX0c",Northern America,3
143,51934,Mediterranean,2-Aug-19,2019,Aug,1.0,,1,,,,,Drowning,"Body recovered on Plage Bouyafar, near Nador, Morocco (Alboran sea)",Association Marocaine des Droits Humains - Section Nador,"35.244430799903, -3.171523489268",Western Mediterranean,http://bit.ly/2Kq2x3C,Uncategorized,4
144,51983,Mediterranean,2-Aug-19,2019,Aug,1.0,,1,,,1.0,,Drowning,"Body recovered off Cala del Desnarigado, Ceuta, Spain","El Faro de Ceuta, Ceuta TV","35.892832797356, -5.281629242047",Western Mediterranean,"http://bit.ly/2lsbkJO, http://bit.ly/2kdVTVr",Uncategorized,3
145,51911,Central America,1-Aug-19,2019,Aug,1.0,,1,1.0,,1.0,,Extended Sickness,"Died at the Lordsburg Border Patrol Station in New Mexico, USA, just hours after being apprehended near El Paso",US Border Patrol,"32.348230000000, -108.745486700000",,"http://bit.ly/2Mynhco, https://cbsn.ws/2ZuGOhq, https://reut.rs/31leX3A",Northern America,5
146,51912,Central America,1-Aug-19,2019,Aug,1.0,,1,,,1.0,,Drowning,"Río Bravo, near Nuevo Laredo, Tamaulipas, Mexico","La Jornada, Vox Pópuli","27.476619774726, -99.481808951156",,"http://bit.ly/2KhTKSs, http://bit.ly/2MDWviQ",Central America,3
147,51906,Central America,31-Jul-19,2019,Jul,1.0,,1,9.0,,1.0,,Violence,"Train tracks near Casa del Migrante de Saltillo, Coahuila, Mexico",Casa del Migrante de Saltillo,"25.406105756861, -101.023817863880",,"http://bit.ly/2Zo6Naj, http://bit.ly/2Ma7L6T",Central America,4
148,51908,Central America,31-Jul-19,2019,Jul,1.0,,1,,,1.0,,Dehydration,"La Paloma ranch, near Highway 57, Maverick County, Texas, USA","La Rancherita del Aire, Zócalo","28.788046840156, -100.399340051310",,"http://bit.ly/2T5l7lL, http://bit.ly/2YMSX0c",Northern America,3
149,51909,Europe,31-Jul-19,2019,Jul,1.0,,1,,,1.0,,Unknown,"Velika Kladua, Bosnia and Herzegovina, near border with Croatia","AP, ANSA","45.188659376355, 15.792659899916",Western Balkans,"https://nyti.ms/2LVDTLC, http://bit.ly/2KcuRHZ",Southern Europe,3
150,51910,Europe,31-Jul-19,2019,Jul,1.0,,1,,,,,Vehicle Accident,"Train tracks near Bihac, Bosnia and Herzegovina","AP, ANSA","44.819532705347, 15.886675625029",Western Balkans,"https://nyti.ms/2LVDTLC, http://bit.ly/2KcuRHZ",Southern Europe,3
151,51932,Central America,31-Jul-19,2019,Jul,1.0,,1,,,1.0,,Vehicle Accident,"Train tracks near colonia Adolfo López Mateos, Coatzacoalcos, Veracruz, Mexico","Imagen del Golfo, Al Calor Político","18.122947113580, -94.428417813531",,"http://bit.ly/33uO7rY, http://bit.ly/2ZHwQcL",Central America,3
152,51933,Central America,31-Jul-19,2019,Jul,2.0,,2,,,,,Unknown,"Different locations in Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"27.081117540308, -98.200171188456",,http://bit.ly/33menV4,Northern America,1
153,51905,Africa,30-Jul-19,2019,Jul,,15.0,15,78.0,,,,Drowning,"Gulf of Aden, off the coast of Al Buraiqeh, Yemen",IOM Yemen,"12.666870541656, 44.740286808419",,http://bit.ly/2SRODeG,Western Asia,4
154,51903,Central America,29-Jul-19,2019,Jul,1.0,,1,1.0,1.0,,,Drowning,"Canal near the César Chávez Border Highway at Yarbrough, El Paso, El Paso County, Texas, USA","El Paso Police Department, El Paso Times, El Diario, Prensa Libre","31.710822977115, -106.368404026530",,"http://bit.ly/2YyR6jh, http://bit.ly/2YxoqDd, http://bit.ly/2yrv7Mw, http://bit.ly/2ODWHRG",Northern America,5
155,51904,Central America,29-Jul-19,2019,Jul,1.0,,1,2.0,,1.0,,Drowning,"Río Bravo, near Ejido Madero del Río, Ciudad Acuña, Coahuila, Mexico","La Voz de Coahuila, El Siglo de Torreón","29.243763633996, -100.795425353080",,"http://bit.ly/31cjPZ7, http://bit.ly/2Khaqs5",Central America,3
156,51931,Central America,29-Jul-19,2019,Jul,1.0,,1,,,,,Unknown,"Ranch near the Falfurrias Border Patrol Checkpoint on Highway 281, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"27.009070649842, -98.076525118501",,http://bit.ly/33menV4,Northern America,1
157,51892,Europe,28-Jul-19,2019,Jul,1.0,,1,,,1.0,,Drowning,"Evros/Meriç river, near Aristino, Greece",E-Evros,"40.840002243105, 26.215655703007",,http://bit.ly/2SNfCYT,Southern Europe,1
158,51902,Central America,28-Jul-19,2019,Jul,1.0,,1,,,1.0,,Drowning,"Río Bravo, near Calle Chihuahua, Nuevo Laredo, Tamaulipas, Mexico","Vox Pópuli, Milenio","27.471696385531, -99.483042038298",,"http://bit.ly/2KeShv7, http://bit.ly/2KeSNcx",Central America,3
159,51930,Central America,28-Jul-19,2019,Jul,1.0,,1,,,1.0,,Unknown,"Ranch north of Falfurrias, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"27.276826238812, -98.061468795878",,http://bit.ly/33menV4,Northern America,1
160,51901,Central America,27-Jul-19,2019,Jul,1.0,,1,1.0,1.0,,,Dehydration,"Body recovered along the boundary of the Barry M. Goldwater Bombing Range, Yuma County, Arizona, USA",KYMA,"32.403532528465, -113.705843930820",,http://bit.ly/331wTlK,Northern America,1
161,51943,Central America,27-Jul-19,2019,Jul,4.0,,4,,,,,Drowning,"El Centro, Imperial County, California, USA",Desert Sun,"32.757037478041, -115.566391980990",,https://bit.ly/33zJAEx,Northern America,1
162,51894,Mediterranean,25-Jul-19,2019,Jul,69.0,81.0,150,134.0,,,,Drowning,"Unspecified location off the coast of Al-Khums, Libya","IOM Libya, UNHCR Libya, MSF","32.834432719848, 14.624344026235",Central Mediterranean,https://twitter.com/IOM_Libya/status/1154383880075583488,Uncategorized,4
163,51895,Central America,25-Jul-19,2019,Jul,1.0,,1,,,1.0,,Drowning,"Río Bravo, near Santa Ana National Wildlife Refugee, Hidalgo County, Texas, USA","El Mañana, Zócalo, Noticias al Día","26.054200041735, -98.141739029125",,"http://bit.ly/2yopgYc, http://bit.ly/2SK5os4, http://bit.ly/2mZlkLG",Northern America,3
164,51890,Mediterranean,24-Jul-19,2019,Jul,1.0,,1,,,1.0,,Drowning,"Off the coast of Al-Hoceima, Morocco (Alboran Sea)",Salua El Omari,"35.303407863438, -3.925795900205",Western Mediterranean,http://bit.ly/2SziE2K,Uncategorized,1
165,52404,Central America,24-Jul-19,2019,Jul,1.0,,1,,,1.0,,Unknown,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.057701900000, -112.143021500000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
